anonID,birthdate,edad,routeDate,month,day,year,region,gender,areaWealthLevel,badWeather,weatherRestrictions,region-gender-areaWealthLevel-badWeather-weatherRestrictions,areaPopulation,routeTotalDistance,numberOfShops,marketShare,avgAreaBenefits,timeFromAvg,advertising,employeeLYScore,employeeTenure,employeePrevComps,success
TIAC6254,28/12/1989,32,05/11/2020,11,5,"2,020",NA,M,High,No,No,NA-M-High-No-No,29,25,24,91,16,-1,1,3,2,1,1
QTVU6136,29/09/1985,36,,nan,nan,nan,Europe,M,Low,Yes,No,Europe-M-Low-Yes-Yes,5,27,21,63,16,1,2,3,2,2,1
PWZW8500,23/07/1981,40,15/05/2020,5,15,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,15,24,24,75,12,0,0,2,1,1,1
DZKN6826,01/01/1979,43,,nan,nan,nan,NA,M,Low,No,No,NA-M-Low-No-No,53,28,28,78,19,0,3,5,1,1,1
QGQT1393,30/09/1986,35,,nan,nan,nan,NA,M,Mid,Yes,No,NA-M-Mid-Yes-Yes,37,24,30,43,11,0,1,4,2,2,1
BQTS4998,07/12/1986,35,19/05/2020,5,19,"2,020",Europe,F,Mid,No,No,Europe-F-Mid-No-No,31,26,22,80,19,0,3,4,2,2,-1
JQVF8399,28/03/1976,46,05/12/2020,12,5,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,20,25,23,92,21,-1,2,3,1,1,-1
FDCH6870,22/12/1982,39,05/12/2020,12,5,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,27,23,23,83,12,0,1,3,1,2,1
DYKQ5470,27/11/1982,39,15/05/2020,5,15,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,61,24,24,67,19,0,3,5,2,2,1
SXJI5334,23/10/1988,33,15/05/2020,5,15,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,4,25,26,93,16,0,0,1,2,1,0
CUSV3481,23/12/1980,41,22/05/2020,5,22,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,34,22,29,69,18,0,3,4,2,2,1
HCKM3929,23/08/1969,52,22/05/2020,5,22,"2,020",NA,M,High,No,No,NA-M-High-No-No,27,24,24,40,22,-1,2,3,2,1,1
YAAL6585,29/08/1960,61,20/05/2020,5,20,"2,020",Europe,M,NA,No,No,Europe-M-NA-No-No,32,21,25,64,21,0,3,4,3,2,1
QDBL9019,04/03/1988,34,18/05/2020,5,18,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,8,23,28,75,18,0,3,3,2,2,1
KAKG9024,16/10/1977,44,14/05/2020,5,14,"2,020",NA,M,High,Yes,No,NA-M-High-Yes-Yes,10,23,29,86,14,1,1,3,1,2,1
UQWT8930,16/08/1971,50,20/05/2020,5,20,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,5,30,25,59,15,1,1,3,3,1,1
CJUT6638,09/09/1984,37,05/11/2020,11,5,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,5,26,27,75,13,0,3,3,2,2,1
ZOMV7702,16/06/1980,42,13/05/2020,5,13,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,5,27,24,79,19,0,1,3,2,1,-1
XCWB1854,26/10/1966,55,20/05/2020,5,20,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,6,26,22,62,17,0,3,4,3,2,1
SIPI1429,16/09/1984,37,18/05/2020,5,18,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,8,26,24,78,12,0,1,3,2,2,1
RIGY5951,07/11/1976,45,15/05/2020,5,15,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,20,25,27,79,14,0,1,3,3,2,1
DAOK4500,18/11/1974,47,22/05/2020,5,22,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,6,22,29,88,18,0,2,3,3,1,1
WCJG5562,25/06/1966,56,22/05/2020,5,22,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,6,20,23,61,20,0,3,3,3,2,1
ASKI3888,10/05/1964,58,20/05/2020,5,20,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,3,29,29,65,19,0,2,3,1,0,1
YDCX3177,03/01/1978,44,13/05/2020,5,13,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,8,26,28,80,21,0,2,3,3,2,1
SAKE2329,22/04/1984,38,,nan,nan,nan,NA,M,Mid,No,No,NA-M-Mid-No-No,44,25,25,53,12,0,1,3,0,1,1
SDOK7544,01/07/1973,49,05/12/2020,12,5,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,21,28,26,56,12,-1,2,3,0,1,1
NDZN5189,13/06/1981,41,21/05/2020,5,21,"2,020",NA,M,Mid,Yes,Yes,NA-M-Mid-Yes-Yes,46,27,22,38,22,0,3,4,2,2,1
PSBC9079,18/09/1984,37,13/05/2020,5,13,"2,020",AMESA,M,Low,No,No,AMESA-M-Low-No-No,8,25,27,40,16,0,1,3,1,1,-1
GFBD9326,21/05/1974,48,22/05/2020,5,22,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,17,23,23,61,16,0,0,1,2,2,0
TIMC7893,14/05/1981,41,18/05/2020,5,18,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,7,26,22,82,15,0,0,1,2,2,1
XDSD1223,09/07/1964,58,18/05/2020,5,18,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,19,21,23,82,12,0,2,3,3,1,1
MGMN9240,20/09/1960,61,19/05/2020,5,19,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,10,25,22,71,16,0,3,3,2,2,1
IEHF8445,16/06/1982,40,19/05/2020,5,19,"2,020",AMESA,M,NA,No,No,AMESA-M-NA-No-No,5,26,22,79,18,0,2,4,1,1,1
ENRL3963,26/10/1970,51,15/05/2020,5,15,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,15,20,28,73,22,0,3,4,3,2,1
DBQQ9694,29/09/1987,34,13/05/2020,5,13,"2,020",AMESA,M,Low,No,No,AMESA-M-Low-No-No,8,22,24,53,20,0,3,4,2,2,1
VIHP4227,07/01/1979,43,05/11/2020,11,5,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,24,22,26,71,19,0,2,3,0,1,1
HRUM8984,25/03/1982,40,15/05/2020,5,15,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,10,21,23,57,19,0,3,3,2,2,1
NAPA5110,20/05/1970,52,14/05/2020,5,14,"2,020",Europe,F,High,No,No,Europe-F-High-No-No,7,23,25,79,10,0,2,3,3,2,1
IQWT3275,21/05/1960,62,19/05/2020,5,19,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,8,23,23,73,18,0,3,3,2,2,-1
MEYW2093,26/07/1967,54,21/05/2020,5,21,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,9,28,22,62,14,0,2,4,3,1,1
YVUY2833,11/03/1985,37,18/05/2020,5,18,"2,020",NA,F,Mid,No,No,NA-F-Mid-No-No,5,23,23,25,21,0,2,3,0,1,1
QACC9913,16/09/1961,60,18/05/2020,5,18,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,2,25,23,74,17,0,2,3,1,1,1
MIQS7139,12/08/1962,59,20/05/2020,5,20,"2,020",Europe,F,NA,No,No,Europe-F-NA-No-No,42,22,22,41,18,0,2,4,3,2,1
PVCV1632,03/11/1987,34,13/05/2020,5,13,"2,020",NA,M,High,No,No,NA-M-High-No-No,67,24,28,78,15,0,3,5,1,1,1
AAHX5622,14/10/1971,50,15/05/2020,5,15,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,49,23,27,84,18,0,2,3,3,1,1
HPQQ7255,08/02/1972,50,19/05/2020,5,19,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,37,24,26,45,13,0,0,3,2,1,1
MQVR3875,21/11/1982,39,19/05/2020,5,19,"2,020",Europe,F,High,No,No,Europe-F-High-No-No,10,21,25,62,21,1,2,3,2,2,1
QCAH2572,17/12/1964,57,18/05/2020,5,18,"2,020",NA,M,NA,No,No,NA-M-NA-No-No,52,27,28,71,14,0,0,3,2,1,1
YGPU7086,18/09/1963,58,19/05/2020,5,19,"2,020",AMESA,M,High,Yes,No,AMESA-M-High-Yes-Yes,23,23,23,68,19,0,3,3,3,2,1
BORD5266,03/07/1968,54,,nan,nan,nan,NA,M,Low,No,No,NA-M-Low-No-No,7,25,26,92,11,0,0,3,0,1,-1
YNWM1901,17/03/1979,43,15/05/2020,5,15,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,15,21,25,75,20,1,3,3,3,2,1
PRLS4942,21/03/1961,61,20/05/2020,5,20,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,81,25,25,79,18,0,3,4,2,1,1
DCCV1510,31/01/1969,53,14/05/2020,5,14,"2,020",NA,F,Mid,No,No,NA-F-Mid-No-No,8,26,25,88,15,0,0,2,2,2,1
ZUAK2591,25/01/1967,55,05/12/2020,12,5,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,49,23,24,82,20,0,2,4,1,1,1
FIBS1286,18/11/1962,59,,nan,nan,nan,APAC,M,Mid,No,No,APAC-M-Mid-No-No,84,23,24,66,17,0,2,4,3,2,1
GGKK8521,13/12/1983,38,14/05/2020,5,14,"2,020",APAC,M,NA,No,No,APAC-M-NA-No-No,20,20,28,67,22,0,3,4,2,2,1
NTAZ3649,26/05/1979,43,20/05/2020,5,20,"2,020",AMESA,M,Low,No,No,AMESA-M-Low-No-No,5,22,24,58,24,0,3,3,3,2,1
TILF5014,01/09/1977,44,21/05/2020,5,21,"2,020",Europe,F,High,No,No,Europe-F-High-No-No,27,24,21,69,21,0,3,4,2,2,1
BMMD9750,15/05/1971,51,,nan,nan,nan,AMESA,M,High,No,No,AMESA-M-High-No-No,73,22,28,62,27,-1,2,4,3,1,1
HJIF9085,04/10/1970,51,13/05/2020,5,13,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,2,24,23,99,12,0,3,4,1,1,1
EVZS3485,20/10/1972,49,13/05/2020,5,13,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,60,25,26,72,28,1,3,5,3,1,-1
IZIG3282,22/05/1974,48,13/05/2020,5,13,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,49,24,23,81,23,-1,3,5,1,1,1
YPAD6536,01/09/1979,42,,nan,nan,nan,NA,M,High,No,No,NA-M-High-No-No,6,28,22,71,27,1,0,3,3,2,1
ALUB9797,10/12/1986,35,,nan,nan,nan,NA,M,High,No,No,NA-M-High-No-No,57,20,27,84,19,-1,3,5,2,1,1
EPYV6409,30/08/1975,46,20/05/2020,5,20,"2,020",AMESA,M,NA,No,No,AMESA-M-NA-No-No,14,20,21,68,20,-1,2,3,2,1,1
TQTV5242,13/02/1985,37,22/05/2020,5,22,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,35,26,26,77,16,1,0,3,2,2,1
KOJV8317,07/04/1962,60,05/11/2020,11,5,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,38,33,26,52,16,0,2,4,3,2,1
QSNP6053,14/02/1966,56,19/05/2020,5,19,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,34,23,26,75,22,0,3,4,2,1,1
BUHA2127,15/01/1975,47,05/12/2020,12,5,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,5,28,21,80,20,0,3,3,3,2,1
ONAP3308,30/04/1982,40,15/05/2020,5,15,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,20,28,24,100,6,1,0,2,2,1,1
VYZO1183,23/08/1982,39,,nan,nan,nan,Europe,M,Mid,No,No,Europe-M-Mid-No-No,22,19,23,49,18,0,3,3,2,2,1
LOGH7321,10/02/1965,57,13/05/2020,5,13,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,5,26,24,61,16,0,0,3,0,1,-1
TWNN2906,10/01/1989,33,19/05/2020,5,19,"2,020",NA,F,Mid,No,No,NA-F-Mid-No-No,57,23,23,50,15,0,2,4,2,1,1
IGDI6759,28/02/1978,44,,nan,nan,nan,Europe,M,NA,No,No,Europe-M-NA-No-No,33,27,22,69,19,0,3,4,2,2,1
GNXD6444,26/07/1966,55,,nan,nan,nan,NA,M,Mid,No,No,NA-M-Mid-No-No,60,30,25,80,23,-1,3,4,3,1,1
NZHU1586,09/12/1960,61,05/11/2020,11,5,"2,020",NA,M,High,No,No,NA-M-High-No-No,33,24,22,66,10,-1,0,3,3,1,1
WOMN1105,17/02/1986,36,05/11/2020,11,5,"2,020",NA,M,High,No,No,NA-M-High-No-No,11,23,22,50,15,0,1,3,2,1,1
MBKQ8716,28/10/1988,33,18/05/2020,5,18,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,25,22,25,75,20,1,3,3,2,2,1
NHPH4932,05/09/1972,49,15/05/2020,5,15,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,28,26,22,87,20,0,2,4,2,1,1
RIPS3715,19/06/1986,36,15/05/2020,5,15,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,48,26,26,53,21,0,3,4,1,2,1
ANFU1749,13/02/1970,52,,nan,nan,nan,LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,47,30,26,45,19,0,2,4,1,0,1
ISUR4126,20/12/1975,46,05/12/2020,12,5,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,18,24,28,60,13,-1,0,2,3,2,1
QBCO7986,06/12/1970,51,13/05/2020,5,13,"2,020",NA,M,NA,No,No,NA-M-NA-No-No,53,23,25,86,20,0,3,4,3,2,-1
JMDA1606,03/04/1970,52,,nan,nan,nan,Europe,M,NA,No,No,Europe-M-NA-No-No,3,23,29,57,7,-1,0,2,1,1,1
JTPF1895,22/09/1985,36,,nan,nan,nan,APAC,M,Mid,No,No,APAC-M-Mid-No-No,42,22,23,66,20,0,3,4,2,2,1
NYMW3184,13/05/1981,41,20/05/2020,5,20,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,5,18,27,59,13,0,2,3,2,1,1
VBMU5997,16/06/1987,35,05/12/2020,12,5,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,3,16,25,58,16,0,3,3,1,1,1
MOUN5831,25/05/1962,60,,nan,nan,nan,NA,M,Mid,No,No,NA-M-Mid-No-No,6,18,22,93,17,1,3,3,3,2,1
SWZU2762,11/03/1962,60,15/05/2020,5,15,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,8,28,20,69,22,1,3,4,3,2,1
RKQI8215,16/04/1983,39,18/05/2020,5,18,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,15,25,26,59,19,0,1,2,2,2,0
ZZDW2853,11/03/1987,35,18/05/2020,5,18,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,20,24,22,82,23,0,0,3,0,1,0
UGBZ2895,17/12/1982,39,15/05/2020,5,15,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,74,18,24,74,25,0,3,5,2,1,1
NFGQ8888,17/02/1979,43,20/05/2020,5,20,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,56,26,26,83,28,1,3,4,3,2,1
BSRG5821,15/08/1987,34,22/05/2020,5,22,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,7,20,22,87,24,-1,3,3,2,2,-1
FXIV5843,14/10/1985,36,05/12/2020,12,5,"2,020",NA,M,High,No,No,NA-M-High-No-No,56,22,22,71,20,0,2,4,1,1,1
IRCW6576,25/12/1961,60,19/05/2020,5,19,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,75,24,20,82,26,-1,3,5,1,2,1
EBIS1862,19/09/1972,49,20/05/2020,5,20,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,7,27,23,83,20,0,1,3,3,1,1
OIZP8047,31/05/1967,55,22/05/2020,5,22,"2,020",NA,F,Low,No,No,NA-F-Low-No-No,36,21,25,70,15,1,0,2,3,2,1
VWTE7333,17/07/1983,38,19/05/2020,5,19,"2,020",LATAM,M,High,No,No,LATAM-M-High-No-No,9,24,29,81,19,0,2,3,2,2,0
PHVE3403,18/07/1961,60,22/05/2020,5,22,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,56,22,26,89,21,0,3,4,1,2,1
XVDG5691,15/10/1980,41,13/05/2020,5,13,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,11,22,21,80,13,0,0,2,2,2,1
SOKE8282,12/04/1970,52,,nan,nan,nan,AMESA,M,High,No,No,AMESA-M-High-No-No,55,22,22,43,21,0,3,5,3,1,1
DCRV2459,16/09/1968,53,19/05/2020,5,19,"2,020",AMESA,M,Low,No,No,AMESA-M-Low-No-No,35,22,25,86,23,-1,2,4,2,1,1
AFGK1525,22/02/1962,60,,nan,nan,nan,APAC,M,High,No,No,APAC-M-High-No-No,22,21,25,57,19,0,2,3,3,1,1
JGDB5735,12/11/1979,42,05/12/2020,12,5,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,6,23,25,69,19,0,2,3,0,1,-1
CREB7628,26/04/1980,42,,nan,nan,nan,AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,20,17,20,83,25,0,3,4,2,2,1
AOZJ7536,25/08/1963,58,20/05/2020,5,20,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,69,24,21,66,19,0,3,5,1,2,1
XQKS3866,13/04/1977,45,05/12/2020,12,5,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,6,25,21,62,18,1,2,3,3,2,1
MRDC6539,01/03/1965,57,20/05/2020,5,20,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,29,23,28,66,16,-1,1,3,2,1,1
BTFD7492,17/02/1972,50,14/05/2020,5,14,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,6,26,23,58,13,0,0,2,3,2,1
ETUW8711,25/11/1963,58,13/05/2020,5,13,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,28,26,27,80,27,0,3,4,2,2,1
TITX5898,25/03/1976,46,21/05/2020,5,21,"2,020",Europe,F,Low,No,No,Europe-F-Low-No-No,20,26,26,59,12,-1,0,3,3,2,1
CCCA3072,01/10/1981,40,05/11/2020,11,5,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,9,24,27,62,20,0,0,1,2,2,1
RSBN5691,26/05/1967,55,05/11/2020,11,5,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,75,21,21,72,28,-1,3,5,3,2,1
NWWB8254,23/11/1979,42,,nan,nan,nan,AMESA,M,Low,No,No,AMESA-M-Low-No-No,40,26,24,70,20,1,3,5,3,2,1
OUFD5765,25/10/1972,49,,nan,nan,nan,NA,M,High,No,No,NA-M-High-No-No,9,25,28,68,12,0,1,4,3,1,-1
TMTO9980,17/10/1978,43,14/05/2020,5,14,"2,020",AMESA,M,Mid,Yes,Yes,AMESA-M-Mid-Yes-Yes,38,24,21,86,18,0,3,4,3,2,-1
VEKC6387,23/04/1985,37,18/05/2020,5,18,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,61,28,27,56,25,1,3,4,2,2,1
YSSB2926,11/12/1968,53,18/05/2020,5,18,"2,020",NA,F,Low,No,No,NA-F-Low-No-No,26,26,23,62,12,0,0,3,1,1,1
OQRH4331,17/10/1963,58,18/05/2020,5,18,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,59,24,24,61,24,0,3,5,3,1,0
DMZY2830,07/04/1969,53,05/11/2020,11,5,"2,020",Europe,M,NA,No,No,Europe-M-NA-No-No,6,23,26,57,14,0,1,3,0,1,0
VORM3248,21/10/1976,45,15/05/2020,5,15,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,51,24,24,62,20,-1,3,4,3,1,1
GMNR9117,04/09/1988,33,22/05/2020,5,22,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,5,25,26,71,12,-1,0,2,1,0,1
RETD9223,27/05/1982,40,22/05/2020,5,22,"2,020",NA,M,High,No,No,NA-M-High-No-No,32,18,24,85,19,0,2,3,0,2,1
RETO2284,14/02/1964,58,05/11/2020,11,5,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,9,25,27,100,20,0,1,2,2,1,1
ZUDT8236,25/10/1986,35,,nan,nan,nan,NA,M,Mid,No,No,NA-M-Mid-No-No,49,25,27,73,19,0,3,4,2,1,1
DUJC3737,26/11/1970,51,13/05/2020,5,13,"2,020",Europe,M,High,Yes,No,Europe-M-High-Yes-Yes,3,26,24,73,17,0,1,3,1,1,1
KVAL5087,06/07/1983,39,18/05/2020,5,18,"2,020",NA,F,High,No,No,NA-F-High-No-No,21,23,26,71,19,0,3,3,2,1,-1
TIOL5969,17/07/1971,50,05/11/2020,11,5,"2,020",APAC,M,Low,Yes,No,APAC-M-Low-Yes-Yes,29,23,25,86,25,1,3,4,1,2,1
NNLT6936,17/05/1975,47,20/05/2020,5,20,"2,020",APAC,M,NA,No,No,APAC-M-NA-No-No,22,23,26,62,19,0,3,4,3,1,1
LKKQ1876,10/02/1971,51,05/11/2020,11,5,"2,020",Europe,M,NA,No,No,Europe-M-NA-No-No,21,20,24,84,24,0,3,4,2,1,1
GLAL4345,21/07/1975,46,,nan,nan,nan,AMESA,M,NA,No,No,AMESA-M-NA-No-No,43,23,24,45,16,-1,3,4,1,1,1
SJHA4256,08/06/1985,37,15/05/2020,5,15,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,7,25,24,73,10,1,0,2,2,2,0
JPVG1290,26/11/1984,37,15/05/2020,5,15,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,19,27,27,68,14,-1,3,3,2,1,1
OEMP5545,30/01/1981,41,14/05/2020,5,14,"2,020",NA,M,Low,Yes,No,NA-M-Low-Yes-Yes,4,26,27,67,11,0,1,3,2,2,1
QFHV5256,28/09/1963,58,22/05/2020,5,22,"2,020",APAC,M,Mid,Yes,No,APAC-M-Mid-Yes-Yes,19,20,24,98,13,0,3,3,2,2,1
YARV3931,23/03/1964,58,22/05/2020,5,22,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,8,22,25,59,20,0,0,3,2,1,1
GXON9034,11/06/1968,54,22/05/2020,5,22,"2,020",Europe,M,NA,No,No,Europe-M-NA-No-No,10,26,24,84,21,1,2,3,1,2,1
IYHP1712,06/11/1989,32,13/05/2020,5,13,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,16,23,24,44,15,1,0,2,2,2,-1
GURT5257,07/11/1970,51,18/05/2020,5,18,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,26,18,28,91,18,0,3,3,2,1,1
PCCR6358,02/07/1984,38,05/12/2020,12,5,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,55,30,26,47,14,0,1,4,2,2,1
RMPJ5260,21/12/1961,60,14/05/2020,5,14,"2,020",NA,M,High,No,No,NA-M-High-No-No,14,21,26,80,19,0,3,3,3,2,1
JTXK7925,01/09/1961,60,18/05/2020,5,18,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,6,29,25,50,24,0,2,3,0,1,1
OELB5102,16/01/1968,54,21/05/2020,5,21,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,56,28,24,91,23,0,2,4,2,1,1
IXFI2156,18/08/1987,34,21/05/2020,5,21,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,32,22,26,56,13,0,3,4,2,1,1
WEHW6817,14/11/1968,53,15/05/2020,5,15,"2,020",AMESA,M,NA,No,No,AMESA-M-NA-No-No,9,29,26,60,17,1,0,3,3,2,1
WKDC3476,26/11/1979,42,05/11/2020,11,5,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,6,20,25,42,15,0,3,3,2,2,1
VDYW2739,24/08/1968,53,,nan,nan,nan,Europe,M,Mid,No,No,Europe-M-Mid-No-No,37,20,21,42,19,1,3,4,3,2,1
KIRH9735,05/03/1969,53,,nan,nan,nan,APAC,M,High,No,No,APAC-M-High-No-No,31,23,30,59,12,0,1,3,2,1,1
WYWC5125,26/05/1983,39,18/05/2020,5,18,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,62,24,21,98,10,0,1,3,0,1,-1
UXIZ6397,01/12/1961,60,15/05/2020,5,15,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,34,33,23,70,16,1,3,4,3,1,1
VVGW8679,16/02/1961,61,21/05/2020,5,21,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,34,26,28,56,18,0,3,4,2,2,1
TYRW9123,12/09/1971,50,21/05/2020,5,21,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,5,20,26,74,20,0,1,3,1,1,1
GHMI6439,09/09/1966,55,,nan,nan,nan,AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,5,23,23,48,16,0,1,2,2,1,1
ZRII7286,27/03/1985,37,13/05/2020,5,13,"2,020",LATAM,M,High,No,No,LATAM-M-High-No-No,33,25,25,77,19,0,3,4,2,1,1
YJXP7635,14/03/1989,33,21/05/2020,5,21,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,57,29,26,100,21,0,3,3,0,1,1
OEOY7063,28/03/1969,53,15/05/2020,5,15,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,20,25,23,79,15,0,1,3,3,1,1
MVIQ8686,12/11/1988,33,18/05/2020,5,18,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,78,24,26,59,21,0,3,5,1,2,1
DDCU3687,10/01/1984,38,18/05/2020,5,18,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,10,27,27,75,21,1,3,3,2,1,1
GMWS2721,28/12/1974,47,22/05/2020,5,22,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,32,29,22,44,21,-1,3,4,3,2,1
YQDY9197,26/01/1978,44,,nan,nan,nan,LATAM,M,NA,No,No,LATAM-M-NA-No-No,5,24,26,64,19,1,2,3,1,2,-1
GCUN2066,11/05/1972,50,,nan,nan,nan,NA,M,High,No,No,NA-M-High-No-No,39,22,25,86,24,0,3,4,2,1,1
UUOF8674,19/07/1961,60,15/05/2020,5,15,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,"1,832",31,28,87,31,0,0,5,1,1,1
YIZY6924,04/08/1987,34,18/05/2020,5,18,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,66,28,25,39,22,0,3,5,2,2,1
HCYK7954,06/12/1963,58,,nan,nan,nan,Europe,M,Low,No,No,Europe-M-Low-No-No,12,27,27,62,11,0,0,3,2,1,1
MCWV9264,20/01/1963,59,19/05/2020,5,19,"2,020",LATAM,M,High,No,No,LATAM-M-High-No-No,29,21,29,74,20,0,3,3,0,0,1
VTHE9730,11/06/1973,49,21/05/2020,5,21,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,30,26,26,38,16,0,1,3,3,1,1
ETEO6583,15/06/1986,36,18/05/2020,5,18,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,52,21,22,75,21,-1,2,4,1,1,1
HHUC9683,19/03/1962,60,,nan,nan,nan,AMESA,M,Low,No,No,AMESA-M-Low-No-No,12,22,24,71,16,-1,3,4,3,2,1
MQBG8455,18/03/1971,51,,nan,nan,nan,AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,30,23,24,59,17,0,3,4,1,2,1
BLKB6267,13/06/1987,35,05/11/2020,11,5,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,15,27,25,63,14,0,0,3,1,1,0
AIWZ1213,30/08/1968,53,05/11/2020,11,5,"2,020",NA,M,NA,No,No,NA-M-NA-No-No,54,23,24,50,22,0,3,5,3,1,-1
